VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
516,BANFI PRODUCTS CORP        ,2016-08-29,11717,2016-08-19,2016-10-09,3471,24836.18,124.18,None
90046,CANDIA VINEYARDS           ,2016-09-02,11654,2016-08-15,2016-10-16,35,450.65,2.25,None
1392,CONSTELLATION BRANDS INC   ,2016-09-03,11703,2016-08-18,2016-10-01,42289,279881.62,1539.35,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-09-06,11636,2016-08-14,2016-10-03,2250,14959.1,73.3,None
3252,E & J GALLO WINERY         ,2016-09-03,11656,2016-08-15,2016-10-15,37017,256077.2,1408.42,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-08-30,11658,2016-08-15,2016-10-11,944,8894.73,41.81,None
3924,HEAVEN HILL DISTILLERIES   ,2016-09-04,11718,2016-08-19,2016-10-11,8026,69502.92,319.71,None
8352,LUXCO INC                  ,2016-09-04,11719,2016-08-19,2016-10-13,24842,55029.65,291.66,None
9552,M S WALKER INC             ,2016-08-31,11692,2016-08-17,2016-10-16,23877,188674.06,886.77,None
4425,MARTIGNETTI COMPANIES,2016-08-31,11693,2016-08-17,2016-10-15,49460,548391.07,2687.12,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-09-03,11720,2016-08-19,2016-10-03,6013,140933.91,718.76,None
10754,PERFECTA WINES             ,2016-08-29,11707,2016-08-18,2016-10-15,10219,109748.74,537.77,None
7153,PINE STATE TRADING CO      ,2016-09-02,11694,2016-08-17,2016-10-13,8418,57877.28,300.96,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-08-31,11724,2016-08-19,2016-09-30,7030,59675.91,316.28,None
9819,TREASURY WINE ESTATES      ,2016-09-04,11648,2016-08-14,2016-10-05,9322,51831.09,233.24,None
8892,TRINCHERO FAMILY ESTATES   ,2016-09-03,11725,2016-08-19,2016-09-29,7018,43727.03,196.77,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-09-05,11650,2016-08-14,2016-10-16,20079,257075.99,1336.8,Frank Delahunt
90024,VINILANDIA USA             ,2016-08-29,11714,2016-08-18,2016-10-09,1097,9380.02,45.02,None
9815,WINE GROUP INC             ,2016-09-04,11728,2016-08-19,2016-10-15,15555,93623.34,449.39,None
516,BANFI PRODUCTS CORP        ,2016-09-12,11818,2016-08-26,2016-10-08,3662,25354.93,139.45,None
90046,CANDIA VINEYARDS           ,2016-09-09,11749,2016-08-22,2016-10-11,48,585.24,3.04,None
1392,CONSTELLATION BRANDS INC   ,2016-09-13,11793,2016-08-24,2016-10-08,74986,444607.39,2134.12,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-09-08,11819,2016-08-26,2016-10-11,3341,28650.31,143.25,None
3252,E & J GALLO WINERY         ,2016-09-08,11796,2016-08-24,2016-10-07,46146,324355.01,1589.34,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-09-09,11753,2016-08-22,2016-10-13,886,8941.65,42.03,None
3924,HEAVEN HILL DISTILLERIES   ,2016-09-07,11778,2016-08-23,2016-10-09,7137,57645.01,265.17,None
8352,LUXCO INC                  ,2016-09-07,11811,2016-08-25,2016-10-09,7873,41794.53,225.69,None
9552,M S WALKER INC             ,2016-09-13,11756,2016-08-22,2016-10-08,38331,293951.64,1381.57,Frank Delahunt
4425,MARTIGNETTI COMPANIES,2016-09-07,11781,2016-08-23,2016-10-16,65471,699729.97,3148.78,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-09-11,11800,2016-08-24,2016-10-12,6083,136014.59,625.67,None
10754,PERFECTA WINES             ,2016-09-11,11825,2016-08-26,2016-10-17,17937,203663.44,1099.78,None
7153,PINE STATE TRADING CO      ,2016-09-12,11760,2016-08-22,2016-10-09,9286,65985.64,336.53,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-09-05,11764,2016-08-22,2016-10-11,12497,135153.04,662.25,None
9819,TREASURY WINE ESTATES      ,2016-09-05,11830,2016-08-26,2016-10-23,19445,125137.34,625.69,None
8892,TRINCHERO FAMILY ESTATES   ,2016-09-11,11768,2016-08-22,2016-10-14,10269,67841.09,352.77,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-09-10,11788,2016-08-23,2016-10-20,23331,293016.08,1582.29,Frank Delahunt
90024,VINILANDIA USA             ,2016-09-12,11832,2016-08-26,2016-10-16,940,9741.26,46.76,None
9815,WINE GROUP INC             ,2016-09-07,11833,2016-08-26,2016-10-08,26515,149023.59,685.51,None
516,BANFI PRODUCTS CORP        ,2016-09-15,11903,2016-09-01,2016-10-27,4560,32450.67,178.48,None
1128,BROWN-FORMAN CORP          ,2016-09-15,11920,2016-09-02,2016-10-21,18120,257530.21,1184.64,Frank Delahunt
1392,CONSTELLATION BRANDS INC   ,2016-09-14,11883,2016-08-31,2016-10-30,49265,315031.2,1480.65,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-09-15,11906,2016-09-01,2016-10-14,3965,28011.96,148.46,None
3252,E & J GALLO WINERY         ,2016-09-20,11924,2016-09-02,2016-10-20,36881,257120.33,1208.47,Frank Delahunt
3924,HEAVEN HILL DISTILLERIES   ,2016-09-13,11838,2016-08-28,2016-10-24,6887,58270.38,314.66,None
8352,LUXCO INC                  ,2016-09-20,11868,2016-08-30,2016-10-14,5271,38485.81,177.03,None
9552,M S WALKER INC             ,2016-09-12,11869,2016-08-30,2016-10-27,27972,214082.29,1091.82,None
4425,MARTIGNETTI COMPANIES,2016-09-14,11928,2016-09-02,2016-10-24,54131,578318.15,2949.42,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-09-16,11870,2016-08-30,2016-10-20,8034,153836.96,769.18,None
10754,PERFECTA WINES             ,2016-09-12,11930,2016-09-02,2016-10-30,8651,76388.62,420.14,None
7153,PINE STATE TRADING CO      ,2016-09-16,11910,2016-09-01,2016-10-13,8585,62157.56,329.44,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-09-13,11932,2016-09-02,2016-10-17,8109,73344.82,403.4,None
9819,TREASURY WINE ESTATES      ,2016-09-14,11897,2016-08-31,2016-10-13,10721,68821.14,344.11,None
8892,TRINCHERO FAMILY ESTATES   ,2016-09-12,11919,2016-09-01,2016-10-20,9149,60250.77,331.38,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-09-17,11898,2016-08-31,2016-10-26,22371,253487.96,1368.83,Frank Delahunt
90024,VINILANDIA USA             ,2016-09-19,11879,2016-08-30,2016-10-30,1282,11377.0,51.2,None
9815,WINE GROUP INC             ,2016-09-19,11936,2016-09-02,2016-10-18,21416,121965.1,634.22,None
516,BANFI PRODUCTS CORP        ,2016-09-27,11953,2016-09-05,2016-10-28,4814,33371.08,173.53,None
1392,CONSTELLATION BRANDS INC   ,2016-09-20,11956,2016-09-05,2016-10-27,42361,238235.98,1167.36,None
1590,DIAGEO CHATEAU ESTATE WINES,2016-09-20,11958,2016-09-05,2016-10-20,4056,24757.46,136.17,None
3252,E & J GALLO WINERY         ,2016-09-26,12016,2016-09-08,2016-11-01,33350,221396.38,1217.68,None
3924,HEAVEN HILL DISTILLERIES   ,2016-09-21,11941,2016-09-04,2016-10-23,5225,44152.72,216.35,None
8352,LUXCO INC                  ,2016-09-24,12030,2016-09-09,2016-10-24,3880,30025.55,153.13,None
9552,M S WALKER INC             ,2016-09-27,11942,2016-09-04,2016-11-01,29452,254466.7,1221.44,Frank Delahunt
4425,MARTIGNETTI COMPANIES,2016-09-21,11978,2016-09-06,2016-11-06,38326,404105.96,2101.35,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-09-22,11944,2016-09-04,2016-11-04,4650,100665.61,553.66,None
10754,PERFECTA WINES             ,2016-09-22,12003,2016-09-07,2016-10-21,6604,59889.91,329.39,None
17035,PERNOD RICARD USA          ,2016-09-26,12031,2016-09-09,2016-10-27,23444,323471.71,1455.62,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-09-19,12032,2016-09-09,2016-10-23,7752,49926.27,274.59,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-09-26,11949,2016-09-04,2016-10-31,5776,48731.15,229.04,None
9819,TREASURY WINE ESTATES      ,2016-09-27,11987,2016-09-06,2016-11-06,6630,44443.01,235.55,None
8892,TRINCHERO FAMILY ESTATES   ,2016-09-24,12024,2016-09-08,2016-10-24,6965,44252.76,243.39,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-09-27,11969,2016-09-05,2016-10-21,20936,231530.36,1250.26,None
90024,VINILANDIA USA             ,2016-09-26,12038,2016-09-09,2016-10-30,938,9020.42,43.3,None
9815,WINE GROUP INC             ,2016-09-25,12012,2016-09-07,2016-10-28,15945,98200.34,500.82,None
516,BANFI PRODUCTS CORP        ,2016-09-27,12108,2016-09-15,2016-10-30,5148,34423.15,168.67,None
90046,CANDIA VINEYARDS           ,2016-09-28,12060,2016-09-12,2016-11-10,73,949.87,4.27,None
1392,CONSTELLATION BRANDS INC   ,2016-10-01,12077,2016-09-13,2016-10-27,45758,298283.78,1640.56,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-09-28,12130,2016-09-16,2016-11-13,4187,29462.48,141.42,None
3252,E & J GALLO WINERY         ,2016-10-01,12113,2016-09-15,2016-11-04,35979,237260.78,1162.58,None
9744,FREDERICK WILDMAN & SONS   ,2016-09-30,12063,2016-09-12,2016-11-01,969,10054.72,50.27,None
3924,HEAVEN HILL DISTILLERIES   ,2016-09-30,12080,2016-09-13,2016-10-31,5526,51407.12,282.74,None
12546,JIM BEAM BRANDS COMPANY    ,2016-09-29,12134,2016-09-16,2016-11-07,47766,433431.35,2297.19,Frank Delahunt
8352,LUXCO INC                  ,2016-10-04,12093,2016-09-14,2016-11-01,4179,30339.5,136.53,None
9552,M S WALKER INC             ,2016-09-26,12115,2016-09-15,2016-11-06,23526,179284.73,860.57,None
4425,MARTIGNETTI COMPANIES,2016-10-02,12047,2016-09-11,2016-10-29,42077,467988.27,2573.94,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-10-01,12096,2016-09-14,2016-11-06,4284,90287.05,469.49,None
10754,PERFECTA WINES             ,2016-09-26,12069,2016-09-12,2016-10-29,9890,120430.63,541.94,None
17035,PERNOD RICARD USA          ,2016-09-27,12070,2016-09-12,2016-11-13,27349,410136.64,2050.68,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-10-01,12049,2016-09-11,2016-11-01,8311,69968.06,335.85,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-09-29,12051,2016-09-11,2016-11-04,5465,52502.62,257.26,None
9819,TREASURY WINE ESTATES      ,2016-09-27,12141,2016-09-16,2016-10-27,6762,44227.55,203.45,None
8892,TRINCHERO FAMILY ESTATES   ,2016-09-30,12090,2016-09-13,2016-11-03,6499,40930.02,221.02,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-09-27,12142,2016-09-16,2016-10-28,17398,205398.91,924.3,None
90024,VINILANDIA USA             ,2016-09-29,12143,2016-09-16,2016-10-27,976,8328.4,41.64,None
9815,WINE GROUP INC             ,2016-10-02,12124,2016-09-15,2016-10-29,15108,93177.32,475.2,None
516,BANFI PRODUCTS CORP        ,2016-10-06,12181,2016-09-20,2016-11-10,8876,55042.16,253.19,None
1128,BROWN-FORMAN CORP          ,2016-10-10,12192,2016-09-21,2016-11-11,17432,226695.59,1065.47,None
90046,CANDIA VINEYARDS           ,2016-10-04,12216,2016-09-22,2016-11-12,37,677.4,3.59,None
1392,CONSTELLATION BRANDS INC   ,2016-10-09,12182,2016-09-20,2016-11-18,61066,414404.44,2279.22,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-10-06,12194,2016-09-21,2016-11-19,10462,69104.53,373.16,None
3252,E & J GALLO WINERY         ,2016-10-04,12151,2016-09-18,2016-11-14,42438,287968.39,1295.86,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-10-07,12167,2016-09-19,2016-11-14,1343,19421.41,99.05,None
3924,HEAVEN HILL DISTILLERIES   ,2016-10-05,12239,2016-09-23,2016-11-03,12893,140249.53,659.17,None
12546,JIM BEAM BRANDS COMPANY    ,2016-10-04,12222,2016-09-22,2016-11-03,52070,492152.69,2657.62,Frank Delahunt
8352,LUXCO INC                  ,2016-10-08,12198,2016-09-21,2016-11-16,5040,36521.16,178.95,None
9552,M S WALKER INC             ,2016-10-08,12171,2016-09-19,2016-11-03,28430,225171.09,1170.89,None
4425,MARTIGNETTI COMPANIES,2016-10-09,12201,2016-09-21,2016-11-14,57704,657982.92,3224.12,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-10-04,12243,2016-09-23,2016-11-07,7049,176327.58,846.37,None
10754,PERFECTA WINES             ,2016-10-06,12245,2016-09-23,2016-11-20,12887,124958.23,599.8,None
17035,PERNOD RICARD USA          ,2016-10-03,12203,2016-09-21,2016-11-03,47831,723272.41,3327.05,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-10-11,12185,2016-09-20,2016-11-03,15756,145207.55,697.0,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-10-08,12187,2016-09-20,2016-11-17,8234,78083.04,390.42,None
9819,TREASURY WINE ESTATES      ,2016-10-08,12231,2016-09-22,2016-11-16,10448,64648.58,310.31,None
8892,TRINCHERO FAMILY ESTATES   ,2016-10-10,12249,2016-09-23,2016-11-04,6957,45409.76,227.05,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-10-11,12211,2016-09-21,2016-11-18,25504,292045.02,1489.43,Frank Delahunt
90024,VINILANDIA USA             ,2016-10-07,12251,2016-09-23,2016-11-12,1326,11484.52,60.87,None
9815,WINE GROUP INC             ,2016-10-11,12234,2016-09-22,2016-11-09,16396,98661.21,542.64,None
1392,CONSTELLATION BRANDS INC   ,2016-10-09,12260,2016-09-23,2016-11-11,3990,24626.63,115.75,None
3252,E & J GALLO WINERY         ,2016-10-06,12267,2016-09-23,2016-11-16,4106,28907.81,150.32,None
3924,HEAVEN HILL DISTILLERIES   ,2016-10-09,12270,2016-09-23,2016-11-12,323,3078.38,16.32,None
12546,JIM BEAM BRANDS COMPANY    ,2016-10-03,12271,2016-09-23,2016-11-04,920,7231.8,33.27,None
4425,MARTIGNETTI COMPANIES,2016-10-11,12279,2016-09-23,2016-11-04,3899,37918.93,197.18,None
8112,MOET HENNESSY USA INC      ,2016-10-08,12281,2016-09-23,2016-11-19,210,5679.42,27.26,None
7153,PINE STATE TRADING CO      ,2016-10-08,12287,2016-09-23,2016-11-03,301,2460.67,11.32,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-10-07,12294,2016-09-23,2016-11-12,351,3229.53,17.76,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-10-06,12303,2016-09-23,2016-11-19,1846,16175.91,79.26,None
9815,WINE GROUP INC             ,2016-10-03,12309,2016-09-23,2016-11-07,213,1371.75,6.17,None
388,ATLANTIC IMPORTING COMPANY ,2016-10-13,12361,2016-09-28,2016-11-18,23,490.36,2.5,None
1189,BULLY BOY DISTILLERS       ,2016-10-13,12378,2016-09-29,2016-11-11,63,1384.83,7.06,None
90046,CANDIA VINEYARDS           ,2016-10-16,12322,2016-09-26,2016-11-12,36,571.32,2.97,None
3960,DIAGEO NORTH AMERICA INC   ,2016-10-13,12397,2016-09-30,2016-11-27,111132,1006682.3,5033.41,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,2016-10-13,12345,2016-09-27,2016-11-16,2139,26074.22,130.37,None
4550,KLIN SPIRITS LLC           ,2016-10-13,12327,2016-09-26,2016-11-16,143,2236.08,12.07,None
4692,KOBRAND CORPORATION        ,2016-10-17,12402,2016-09-30,2016-11-25,2287,28278.93,130.08,None
90032,LABELLE VYDS AND WINERY    ,2016-10-13,12403,2016-09-30,2016-11-24,145,1666.01,8.33,None
4848,LAIRD & CO                 ,2016-10-11,12328,2016-09-26,2016-11-12,871,8036.69,40.99,None
4425,MARTIGNETTI COMPANIES,2016-10-10,12317,2016-09-25,2016-11-25,35959,392621.14,1766.8,Frank Delahunt
6215,MOONLIGHT MEADERY          ,2016-10-16,12384,2016-09-29,2016-11-12,298,2662.68,13.05,None
7245,PROXIMO SPIRITS INC.       ,2016-10-11,12371,2016-09-28,2016-11-22,10828,103372.76,547.88,None
10050,Russian Standard Vodka     ,2016-10-12,12389,2016-09-29,2016-11-25,36,542.28,2.44,None
8150,SEA HAGG DISTILLERY LLC    ,2016-10-13,12391,2016-09-29,2016-11-12,281,3293.97,15.81,None
3089,SIDNEY FRANK IMPORTING CO  ,2016-10-13,12392,2016-09-29,2016-11-10,2906,21362.89,100.41,None
28750,SMOKY QUARTZ DISTILLERY LLC,2016-10-13,12318,2016-09-25,2016-11-11,60,1322.4,6.48,None
8920,TAKARA SAKE USA INC        ,2016-10-15,12393,2016-09-29,2016-11-24,189,1002.75,4.81,None
8892,TRINCHERO FAMILY ESTATES   ,2016-10-18,12337,2016-09-26,2016-11-20,6648,42606.45,191.73,None
90024,VINILANDIA USA             ,2016-10-16,12357,2016-09-27,2016-11-26,1408,13331.08,66.66,None
1601,VRANKEN AMERICA            ,2016-10-14,12395,2016-09-29,2016-11-18,78,1341.78,6.04,None
4466,AMERICAN VINTAGE BEVERAGE  ,2016-10-20,12466,2016-10-05,2016-11-26,280,2798.6,14.55,None
90046,CANDIA VINEYARDS           ,2016-10-19,12436,2016-10-03,2016-11-28,203,2998.95,15.89,None
1650,Circa Wines                ,2016-10-18,12469,2016-10-05,2016-11-29,12,99.24,0.48,None
2242,DELICATO VINEYARDS INC     ,2016-10-23,12488,2016-10-06,2016-11-27,3579,31146.0,152.62,None
90011,FORTUNE WINE BROKERS LLC   ,2016-10-17,12417,2016-10-02,2016-11-26,34,268.26,1.26,None
9744,FREDERICK WILDMAN & SONS   ,2016-10-17,12490,2016-10-06,2016-12-01,1800,30459.07,146.2,None
90053,INCREDIBREW INC            ,2016-10-25,12474,2016-10-05,2016-11-21,36,318.72,1.72,None
17032,JEWELL TOWNE VINEYARDS     ,2016-10-25,12475,2016-10-05,2016-12-04,130,1068.51,5.02,None
12546,JIM BEAM BRANDS COMPANY    ,2016-10-18,12457,2016-10-04,2016-11-20,55802,509028.25,2443.34,Frank Delahunt
90032,LABELLE VYDS AND WINERY    ,2016-10-21,12439,2016-10-03,2016-11-19,195,2339.77,10.53,None
8352,LUXCO INC                  ,2016-10-19,12440,2016-10-03,2016-11-22,5722,39168.86,176.26,None
4425,MARTIGNETTI COMPANIES,2016-10-23,12420,2016-10-02,2016-11-23,41148,426597.53,2346.29,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-10-20,12458,2016-10-04,2016-12-01,7943,187374.61,1011.82,None
6359,OLE SMOKY DISTILLERY LLC   ,2016-10-23,12494,2016-10-06,2016-12-03,518,7476.53,41.12,None
90027,POVERTY LANE ORCHARDS      ,2016-10-24,12497,2016-10-06,2016-11-23,80,634.9,2.92,None
7239,REMY COINTREAU USA INC     ,2016-10-25,12421,2016-10-02,2016-11-26,2644,61953.32,315.96,None
17033,SEA BREEZE CELLARS LLC     ,2016-10-20,12423,2016-10-02,2016-11-25,535,6012.15,28.86,None
28750,SMOKY QUARTZ DISTILLERY LLC,2016-10-25,12462,2016-10-04,2016-11-17,48,1051.2,5.05,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-10-22,12500,2016-10-06,2016-12-04,3995,37894.44,181.89,None
8673,STE MICHELLE WINE ESTATES  ,2016-10-25,12425,2016-10-02,2016-11-27,7769,57781.71,312.02,None
8920,TAKARA SAKE USA INC        ,2016-10-17,12426,2016-10-02,2016-12-03,157,881.87,3.97,None
90037,THE PIERPONT GROUP LLC     ,2016-10-17,12513,2016-10-07,2016-11-22,12,81.6,0.44,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-10-23,12501,2016-10-06,2016-11-20,18044,215283.22,1033.36,None
9625,WESTERN SPIRITS BEVERAGE CO,2016-10-25,12449,2016-10-03,2016-11-29,1447,7257.52,34.84,None
105,ALTAMAR BRANDS LLC         ,2016-11-01,12537,2016-10-10,2016-12-05,6,214.26,0.96,None
516,BANFI PRODUCTS CORP        ,2016-10-26,12554,2016-10-11,2016-12-01,3724,26200.18,120.52,None
90059,BLACK COVE BEVERAGES       ,2016-10-26,12517,2016-10-09,2016-12-09,58,912.92,4.66,None
90046,CANDIA VINEYARDS           ,2016-10-24,12518,2016-10-09,2016-12-04,48,692.04,3.67,None
1485,CASTLE BRANDS CORP.        ,2016-10-28,12577,2016-10-12,2016-11-25,1718,24857.5,121.8,None
1392,CONSTELLATION BRANDS INC   ,2016-10-28,12578,2016-10-12,2016-12-11,45962,301940.04,1479.51,Frank Delahunt
90047,CRUSH WINES                ,2016-10-24,12519,2016-10-09,2016-11-29,529,7737.86,35.59,None
2242,DELICATO VINEYARDS INC     ,2016-10-31,12608,2016-10-14,2016-12-08,3704,29357.15,146.79,None
1590,DIAGEO CHATEAU ESTATE WINES,2016-10-30,12520,2016-10-09,2016-12-07,3850,25166.63,128.35,None
2496,DUGGANS DISTILLED PRODUCTS ,2016-10-30,12596,2016-10-13,2016-11-28,210,2383.88,12.4,None
1655,FABRIZIA SPIRITS LLC       ,2016-10-29,12521,2016-10-09,2016-12-08,296,3961.72,17.83,None
9744,FREDERICK WILDMAN & SONS   ,2016-10-31,12599,2016-10-13,2016-12-07,1173,15254.05,76.27,None
3950,"HOOD RIVER DISTILLERS, Inc.",2016-10-29,12523,2016-10-09,2016-12-09,2,35.42,0.18,None
8352,LUXCO INC                  ,2016-10-30,12560,2016-10-11,2016-12-03,6138,43020.14,193.59,None
5992,MCCORMICK DISTILLING CO    ,2016-10-25,12525,2016-10-09,2016-12-02,494,5598.65,27.43,None
8112,MOET HENNESSY USA INC      ,2016-10-25,12546,2016-10-10,2016-11-30,14014,364706.12,1714.12,Frank Delahunt
7240,"PREMIUM PORT WINES, INC.   ",2016-10-25,12613,2016-10-14,2016-12-02,176,1274.2,5.73,None
7239,REMY COINTREAU USA INC     ,2016-10-24,12565,2016-10-11,2016-11-29,3391,80144.5,392.71,None
10050,Russian Standard Vodka     ,2016-11-01,12586,2016-10-12,2016-12-11,154,2084.0,11.46,None
660,SAZERAC NORTH AMERICA INC. ,2016-10-25,12567,2016-10-11,2016-12-07,10043,69981.33,384.9,None
90056,SWEET BABY VINEYARD        ,2016-10-29,12589,2016-10-12,2016-12-01,211,1774.73,9.05,None
90037,THE PIERPONT GROUP LLC     ,2016-10-29,12572,2016-10-11,2016-12-04,12,81.6,0.44,None
8892,TRINCHERO FAMILY ESTATES   ,2016-10-30,12551,2016-10-10,2016-11-28,6110,38843.6,198.1,None
480,BACARDI USA INC            ,2016-11-06,12635,2016-10-17,2016-12-02,32736,474904.53,2374.52,Frank Delahunt
1128,BROWN-FORMAN CORP          ,2016-11-07,12675,2016-10-19,2016-12-09,21080,295495.96,1447.93,Frank Delahunt
11567,CAMPARI AMERICA            ,2016-11-08,12704,2016-10-21,2016-12-17,15823,183306.43,953.19,None
1485,CASTLE BRANDS CORP.        ,2016-11-05,12655,2016-10-18,2016-12-17,1809,26458.82,140.23,None
1655,FABRIZIA SPIRITS LLC       ,2016-11-01,12657,2016-10-18,2016-12-16,148,2051.61,10.46,None
9744,FREDERICK WILDMAN & SONS   ,2016-11-07,12710,2016-10-21,2016-12-14,1607,26285.63,139.31,None
3551,GILMANTON WINERY & VINEYARD,2016-11-05,12711,2016-10-21,2016-12-18,12,124.56,0.59,None
3924,HEAVEN HILL DISTILLERIES   ,2016-11-02,12688,2016-10-20,2016-12-08,7675,52977.69,249.0,None
90053,INCREDIBREW INC            ,2016-11-01,12689,2016-10-20,2016-12-18,24,207.84,1.08,None
10000,MAJESTIC FINE WINES        ,2016-11-05,12641,2016-10-17,2016-12-01,11565,93110.22,428.31,None
4425,MARTIGNETTI COMPANIES,2016-11-06,12714,2016-10-21,2016-12-06,65533,660216.52,3367.1,Frank Delahunt
6359,OLE SMOKY DISTILLERY LLC   ,2016-11-02,12643,2016-10-17,2016-12-17,150,2157.87,11.01,None
17035,PERNOD RICARD USA          ,2016-11-06,12624,2016-10-16,2016-12-13,37368,627258.0,3136.29,Frank Delahunt
7239,REMY COINTREAU USA INC     ,2016-10-31,12695,2016-10-20,2016-12-07,4356,100266.62,501.33,None
28750,SMOKY QUARTZ DISTILLERY LLC,2016-11-04,12670,2016-10-18,2016-12-06,35,771.4,4.01,None
8735,SURVILLE ENTERPRISES CORP  ,2016-11-05,12697,2016-10-20,2016-12-09,87,691.38,3.8,None
90056,SWEET BABY VINEYARD        ,2016-11-02,12647,2016-10-17,2016-12-13,213,1780.1,9.61,None
90017,THE IMPORTED GRAPE LLC     ,2016-11-04,12672,2016-10-18,2016-12-05,12,60.72,0.3,None
9260,TY KU LLC                  ,2016-10-31,12683,2016-10-19,2016-12-18,64,823.69,4.12,None
9622,WEIN BAUER INC             ,2016-10-31,12632,2016-10-16,2016-12-17,24,457.92,2.15,None
105,ALTAMAR BRANDS LLC         ,2016-11-11,12765,2016-10-26,2016-12-11,6,214.26,1.11,None
388,ATLANTIC IMPORTING COMPANY ,2016-11-15,12792,2016-10-27,2016-12-16,48,1023.36,5.32,None
4380,CHARLES JACQUIN ET CIE INC ,2016-11-11,12725,2016-10-23,2016-12-08,1075,8191.37,44.23,None
2242,DELICATO VINEYARDS INC     ,2016-11-15,12756,2016-10-25,2016-12-18,3258,26925.3,145.4,None
3960,DIAGEO NORTH AMERICA INC   ,2016-11-12,12771,2016-10-26,2016-12-24,127553,1409683.51,7753.26,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,2016-11-12,12795,2016-10-27,2016-12-18,2236,27596.03,151.78,None
2450,DJINN SPIRITS LLC          ,2016-11-12,12727,2016-10-23,2016-12-23,36,717.84,3.45,None
3252,E & J GALLO WINERY         ,2016-11-08,12816,2016-10-28,2016-12-10,33109,217893.33,1089.47,None
9744,FREDERICK WILDMAN & SONS   ,2016-11-14,12728,2016-10-23,2016-12-08,1037,10259.18,56.43,None
90051,FULCHINO VINEYARD INC      ,2016-11-11,12798,2016-10-27,2016-12-08,12,164.28,0.87,None
3551,GILMANTON WINERY & VINEYARD,2016-11-11,12773,2016-10-26,2016-12-19,12,126.24,0.63,None
3950,"HOOD RIVER DISTILLERS, Inc.",2016-11-07,12774,2016-10-26,2016-12-10,6,129.48,0.66,None
17032,JEWELL TOWNE VINEYARDS     ,2016-11-09,12817,2016-10-28,2016-12-20,132,1168.56,5.73,None
12546,JIM BEAM BRANDS COMPANY    ,2016-11-10,12800,2016-10-27,2016-12-16,54523,496047.12,2232.21,Frank Delahunt
10000,MAJESTIC FINE WINES        ,2016-11-11,12730,2016-10-23,2016-12-11,8287,65805.14,342.19,None
5455,MARSALLE COMPANY           ,2016-11-15,12819,2016-10-28,2016-12-16,96,2321.14,11.61,None
7245,PROXIMO SPIRITS INC.       ,2016-11-08,12820,2016-10-28,2016-12-17,8900,101196.35,475.62,None
8735,SURVILLE ENTERPRISES CORP  ,2016-11-09,12788,2016-10-26,2016-12-08,55,324.22,1.78,None
8920,TAKARA SAKE USA INC        ,2016-11-11,12808,2016-10-27,2016-12-09,179,950.49,5.13,None
1587,VINEYARD BRANDS INC        ,2016-11-12,12737,2016-10-23,2016-12-19,1861,14688.74,76.38,None
9622,WEIN BAUER INC             ,2016-11-08,12826,2016-10-28,2016-12-21,129,1024.83,5.12,None
3664,WILLIAM GRANT & SONS INC   ,2016-11-12,12812,2016-10-27,2016-12-21,6134,139477.79,683.44,None
4466,AMERICAN VINTAGE BEVERAGE  ,2016-11-20,12828,2016-10-30,2016-12-18,262,2597.36,12.99,None
